"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"ILMN_1793002"	"0.995"	"0.786202"	"0.4825"	"C20orf196"	"chromosome 20 open reading frame 196"
"ILMN_1722716"	"0.995"	"0.786205"	"0.4825"	"SLC17A1"	"solute carrier family 17 member 1"
"ILMN_1749026"	"0.995"	"0.786218"	"0.48248"	"LCT"	"lactase"
"ILMN_2317923"	"0.995"	"0.786224"	"0.48247"	"TMEM132A"	"transmembrane protein 132A"
"ILMN_1793915"	"0.995"	"0.786224"	"0.48247"	"MXI1"	"MAX interactor 1, dimerization protein"
"ILMN_1845201"	"0.995"	"0.786247"	"0.48244"	""	""
"ILMN_3310121"	"0.995"	"0.786276"	"0.4824"	"MIR629"	"microRNA 629"
"ILMN_1734915"	"0.995"	"0.786299"	"0.48237"	"METTL18"	"methyltransferase like 18"
"ILMN_1674587"	"0.995"	"0.786358"	"0.48229"	"TBC1D3B"	"TBC1 domain family member 3B"
"ILMN_1678605"	"0.995"	"0.786378"	"0.48226"	"CDC123"	"cell division cycle 123"
"ILMN_1652376"	"0.995"	"0.786382"	"0.48226"	"IFNA17"	"interferon alpha 17"
"ILMN_1794266"	"0.995"	"0.786389"	"0.48225"	""	""
"ILMN_1721180"	"0.995"	"0.78639"	"0.48224"	"POM121L9P"	"POM121 transmembrane nucleoporin like 9, pseudogene"
"ILMN_1732981"	"0.995"	"0.786407"	"0.48222"	"ZBTB32"	"zinc finger and BTB domain containing 32"
"ILMN_1915637"	"0.995"	"0.78647"	"0.48213"	""	""
"ILMN_1670189"	"0.995"	"0.786499"	"0.48209"	"FAM21C"	"family with sequence similarity 21 member C"
"ILMN_3234735"	"0.995"	"0.786515"	"0.48207"	"ERI2"	"ERI1 exoribonuclease family member 2"
"ILMN_1769207"	"0.995"	"0.786538"	"0.48204"	"KCTD7"	"potassium channel tetramerization domain containing 7"
"ILMN_1792433"	"0.995"	"0.78655"	"0.48202"	"TMSB15B"	"thymosin beta 15B"
"ILMN_2061043"	"0.995"	"0.786581"	"0.48198"	"CD48"	"CD48 molecule"
"ILMN_1727049"	"0.995"	"0.786587"	"0.48197"	""	""
"ILMN_1712894"	"0.995"	"0.786588"	"0.48197"	"FUT1"	"fucosyltransferase 1 (H blood group)"
"ILMN_2078697"	"0.995"	"0.786589"	"0.48197"	"ALPK1"	"alpha kinase 1"
"ILMN_2178771"	"0.995"	"0.786604"	"0.48195"	"DMRTC2"	"DMRT like family C2"
"ILMN_1752793"	"0.995"	"0.786618"	"0.48193"	"SAP18"	"Sin3A associated protein 18"
"ILMN_3243142"	"0.995"	"0.786644"	"0.48189"	"KAT2B"	"lysine acetyltransferase 2B"
"ILMN_1750902"	"0.995"	"0.78665"	"0.48188"	"LYZL6"	"lysozyme like 6"
"ILMN_1667482"	"0.995"	"0.786698"	"0.48182"	""	""
"ILMN_2387214"	"0.995"	"0.786725"	"0.48178"	"PALM"	"paralemmin"
"ILMN_1675992"	"0.995"	"0.786776"	"0.48171"	"DST"	"dystonin"
"ILMN_1733667"	"0.995"	"0.786803"	"0.48167"	"DHX35"	"DEAH-box helicase 35"
"ILMN_1713523"	"0.995"	"0.78681"	"0.48166"	"KBTBD12"	"kelch repeat and BTB domain containing 12"
"ILMN_2415583"	"0.995"	"0.786837"	"0.48163"	"HS6ST2"	"heparan sulfate 6-O-sulfotransferase 2"
"ILMN_1854580"	"0.995"	"0.786849"	"0.48161"	""	""
"ILMN_1672879"	"0.995"	"0.7869"	"0.48154"	""	""
"ILMN_1792076"	"0.995"	"0.786939"	"0.48149"	"TRERF1"	"transcriptional regulating factor 1"
"ILMN_2410523"	"0.995"	"0.786974"	"0.48144"	"DDR2"	"discoidin domain receptor tyrosine kinase 2"
"ILMN_1752753"	"0.995"	"0.787013"	"0.48138"	"DGKZ"	"diacylglycerol kinase zeta"
"ILMN_3260618"	"0.995"	"0.787054"	"0.48133"	""	""
"ILMN_1686535"	"0.995"	"0.787057"	"0.48132"	"SLC37A3"	"solute carrier family 37 member 3"
"ILMN_2229170"	"0.995"	"0.787057"	"0.48132"	"MED7"	"mediator complex subunit 7"
"ILMN_1760062"	"0.995"	"0.787064"	"0.48131"	"IFI44"	"interferon induced protein 44"
"ILMN_1798804"	"0.995"	"0.787066"	"0.48131"	"SRPK1"	"SRSF protein kinase 1"
"ILMN_3240690"	"0.995"	"0.787127"	"0.48122"	""	""
"ILMN_3284177"	"0.995"	"0.787141"	"0.48121"	""	""
"ILMN_3310895"	"0.995"	"0.787142"	"0.4812"	"MIR649"	"microRNA 649"
"ILMN_1651717"	"0.995"	"0.787145"	"0.4812"	"ADAMTS20"	"ADAM metallopeptidase with thrombospondin type 1 motif 20"
"ILMN_1693323"	"0.995"	"0.787146"	"0.4812"	"SMIM8"	"small integral membrane protein 8"
"ILMN_1693088"	"0.995"	"0.787148"	"0.4812"	"SDC4P"	"syndecan 4 pseudogene"
"ILMN_1780940"	"0.995"	"0.787148"	"0.4812"	"PPP2R5D"	"protein phosphatase 2 regulatory subunit B'delta"
"ILMN_3185198"	"0.995"	"0.787197"	"0.48113"	""	""
"ILMN_3242442"	"0.995"	"0.7872"	"0.48112"	""	""
"ILMN_1779597"	"0.995"	"0.787226"	"0.48109"	"CIDEC"	"cell death inducing DFFA like effector c"
"ILMN_1668044"	"0.995"	"0.787227"	"0.48109"	""	""
"ILMN_1796575"	"0.995"	"0.787239"	"0.48107"	"GALNT9"	"polypeptide N-acetylgalactosaminyltransferase 9"
"ILMN_1669574"	"0.995"	"0.787246"	"0.48106"	""	""
"ILMN_1879135"	"0.995"	"0.787255"	"0.48105"	""	""
"ILMN_1818224"	"0.995"	"0.787297"	"0.48099"	""	""
"ILMN_2093674"	"0.995"	"0.787328"	"0.48095"	"GMFB"	"glia maturation factor beta"
"ILMN_1724211"	"0.995"	"0.787335"	"0.48094"	"GPRC5C"	"G protein-coupled receptor class C group 5 member C"
"ILMN_1892765"	"0.995"	"0.787366"	"0.48089"	""	""
"ILMN_1705153"	"0.995"	"0.787373"	"0.48089"	"NEFH"	"neurofilament heavy polypeptide"
"ILMN_1662837"	"0.995"	"0.787438"	"0.4808"	"WFIKKN2"	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
"ILMN_1881598"	"0.995"	"0.787446"	"0.48078"	""	""
"ILMN_1704139"	"0.995"	"0.787449"	"0.48078"	"DHRSX"	"dehydrogenase/reductase X-linked"
"ILMN_1681623"	"0.995"	"0.78745"	"0.48078"	""	""
"ILMN_1782417"	"0.995"	"0.787455"	"0.48077"	""	""
"ILMN_3258887"	"0.995"	"0.787455"	"0.48077"	""	""
"ILMN_1772155"	"0.995"	"0.787513"	"0.48069"	"ZNF536"	"zinc finger protein 536"
"ILMN_1898107"	"0.995"	"0.787517"	"0.48069"	""	""
"ILMN_1729123"	"0.995"	"0.787592"	"0.48058"	"PTPA"	"protein phosphatase 2 phosphatase activator"
"ILMN_1814573"	"0.995"	"0.787626"	"0.48054"	"CMTR2"	"cap methyltransferase 2"
"ILMN_2125010"	"0.995"	"0.787626"	"0.48053"	"SKAP2"	"src kinase associated phosphoprotein 2"
"ILMN_3309159"	"0.995"	"0.787642"	"0.48051"	"MIR199B"	"microRNA 199b"
"ILMN_1663973"	"0.995"	"0.787655"	"0.4805"	""	""
"ILMN_1677633"	"0.995"	"0.787694"	"0.48044"	""	""
"ILMN_1727778"	"0.995"	"0.787712"	"0.48042"	"NTNG1"	"netrin G1"
"ILMN_3274532"	"0.995"	"0.787727"	"0.4804"	""	""
"ILMN_1702586"	"0.995"	"0.787778"	"0.48033"	""	""
"ILMN_1653469"	"0.995"	"0.787791"	"0.48031"	"RPL12"	"ribosomal protein L12"
"ILMN_1912827"	"0.995"	"0.787822"	"0.48026"	""	""
"ILMN_1762972"	"0.995"	"0.787832"	"0.48025"	"CHD9"	"chromodomain helicase DNA binding protein 9"
"ILMN_1696133"	"0.995"	"0.787852"	"0.48022"	"EPT1"	"ethanolaminephosphotransferase 1"
"ILMN_1731213"	"0.995"	"0.787881"	"0.48018"	"TECTB"	"tectorin beta"
"ILMN_2311873"	"0.995"	"0.787907"	"0.48015"	"GP2"	"glycoprotein 2"
"ILMN_2094938"	"0.995"	"0.787912"	"0.48014"	"OMA1"	"OMA1 zinc metallopeptidase"
"ILMN_1783022"	"0.995"	"0.787919"	"0.48013"	""	""
"ILMN_1703374"	"0.995"	"0.787957"	"0.48008"	"NAV1"	"neuron navigator 1"
"ILMN_1811468"	"0.995"	"0.78796"	"0.48007"	"IRX3"	"iroquois homeobox 3"
"ILMN_3204346"	"0.995"	"0.787963"	"0.48007"	""	""
"ILMN_1656521"	"0.995"	"0.787969"	"0.48006"	""	""
"ILMN_1737314"	"0.995"	"0.78804"	"0.47996"	"BCL6"	"B-cell CLL/lymphoma 6"
"ILMN_2357419"	"0.995"	"0.788043"	"0.47996"	"LILRA5"	"leukocyte immunoglobulin like receptor A5"
"ILMN_1784711"	"0.995"	"0.788046"	"0.47995"	""	""
"ILMN_1824566"	"0.995"	"0.788059"	"0.47994"	""	""
"ILMN_1756650"	"0.995"	"0.788062"	"0.47993"	"DGKH"	"diacylglycerol kinase eta"
"ILMN_3245346"	"0.995"	"0.788073"	"0.47992"	"EFR3B"	"EFR3 homolog B"
"ILMN_3230351"	"0.995"	"0.788089"	"0.4799"	""	""
"ILMN_1714068"	"0.995"	"0.788153"	"0.47981"	""	""
"ILMN_1713668"	"0.995"	"0.788185"	"0.47976"	"TSNAX"	"translin associated factor X"
"ILMN_1651681"	"0.995"	"0.788197"	"0.47974"	""	""
"ILMN_2197946"	"0.995"	"0.788211"	"0.47973"	"SCG3"	"secretogranin III"
"ILMN_2038777"	"0.995"	"0.788238"	"0.47969"	"ACTB"	"actin beta"
"ILMN_2075818"	"0.995"	"0.788253"	"0.47967"	"ZNF598"	"zinc finger protein 598"
"ILMN_2198912"	"0.995"	"0.788265"	"0.47965"	"TTR"	"transthyretin"
"ILMN_2174045"	"0.995"	"0.788285"	"0.47962"	"RNF126P1"	"ring finger protein 126 pseudogene 1"
"ILMN_1707985"	"0.995"	"0.788295"	"0.47961"	"FOXR1"	"forkhead box R1"
"ILMN_2144401"	"0.995"	"0.788296"	"0.47961"	"GLB1L2"	"galactosidase beta 1 like 2"
"ILMN_1794879"	"0.995"	"0.788392"	"0.47948"	"KRTAP10-9"	"keratin associated protein 10-9"
"ILMN_3239361"	"0.995"	"0.788399"	"0.47947"	""	""
"ILMN_3272545"	"0.995"	"0.788438"	"0.47941"	""	""
"ILMN_3187328"	"0.995"	"0.788451"	"0.47939"	"IP6K1"	"inositol hexakisphosphate kinase 1"
"ILMN_3244343"	"0.995"	"0.788464"	"0.47938"	"SNORA21"	"small nucleolar RNA, H/ACA box 21"
"ILMN_1787441"	"0.995"	"0.788472"	"0.47936"	""	""
"ILMN_2243553"	"0.995"	"0.788486"	"0.47935"	"ZNF275"	"zinc finger protein 275"
"ILMN_1724782"	"0.995"	"0.788495"	"0.47933"	""	""
"ILMN_1738346"	"0.995"	"0.788605"	"0.47918"	"MICU2"	"mitochondrial calcium uptake 2"
"ILMN_3262015"	"0.995"	"0.788612"	"0.47917"	""	""
"ILMN_1700428"	"0.995"	"0.788635"	"0.47914"	"HLA-DOB"	"major histocompatibility complex, class II, DO beta"
"ILMN_1735891"	"0.995"	"0.788636"	"0.47914"	""	""
"ILMN_2058327"	"0.995"	"0.78868"	"0.47908"	""	""
"ILMN_1663233"	"0.995"	"0.788683"	"0.47907"	""	""
"ILMN_1728057"	"0.995"	"0.788688"	"0.47907"	"SDHAF4"	"succinate dehydrogenase complex assembly factor 4"
"ILMN_2048633"	"0.995"	"0.788721"	"0.47902"	"LRRC8E"	"leucine rich repeat containing 8 family member E"
"ILMN_1796773"	"0.995"	"0.788724"	"0.47902"	"BTBD8"	"BTB domain containing 8"
"ILMN_2165975"	"0.995"	"0.788739"	"0.479"	"CES3"	"carboxylesterase 3"
"ILMN_3242856"	"0.995"	"0.788749"	"0.47898"	"BEND3"	"BEN domain containing 3"
"ILMN_2293992"	"0.995"	"0.788763"	"0.47896"	"RAB28"	"RAB28, member RAS oncogene family"
"ILMN_3267670"	"0.995"	"0.788774"	"0.47895"	""	""
"ILMN_1707298"	"0.995"	"0.788785"	"0.47893"	""	""
"ILMN_3215392"	"0.995"	"0.788824"	"0.47888"	""	""
"ILMN_2047480"	"0.995"	"0.788828"	"0.47887"	"CXorf36"	"chromosome X open reading frame 36"
"ILMN_3311185"	"0.995"	"0.788839"	"0.47886"	""	""
"ILMN_1821270"	"0.995"	"0.78889"	"0.47879"	""	""
"ILMN_1696127"	"0.995"	"0.788904"	"0.47877"	"GLTSCR1L"	"GLTSCR1 like"
"ILMN_1784070"	"0.995"	"0.788909"	"0.47876"	""	""
"ILMN_1807393"	"0.995"	"0.788916"	"0.47875"	""	""
"ILMN_1687266"	"0.995"	"0.788938"	"0.47872"	"TMEM191B"	"transmembrane protein 191B"
"ILMN_1706149"	"0.995"	"0.788953"	"0.4787"	"PDCD2L"	"programmed cell death 2 like"
"ILMN_1798557"	"0.995"	"0.788961"	"0.47869"	""	""
"ILMN_2124833"	"0.995"	"0.788972"	"0.47867"	"TRAT1"	"T cell receptor associated transmembrane adaptor 1"
"ILMN_2349459"	"0.995"	"0.789005"	"0.47863"	"BIRC5"	"baculoviral IAP repeat containing 5"
"ILMN_1763267"	"0.995"	"0.789023"	"0.4786"	"ZFYVE28"	"zinc finger FYVE-type containing 28"
"ILMN_1687037"	"0.995"	"0.789059"	"0.47855"	"IFT140"	"intraflagellar transport 140"
"ILMN_1753125"	"0.995"	"0.789102"	"0.47849"	""	""
"ILMN_1668408"	"0.995"	"0.789127"	"0.47846"	""	""
"ILMN_1701869"	"0.995"	"0.789128"	"0.47846"	"FBXO22"	"F-box protein 22"
"ILMN_1784352"	"0.995"	"0.789169"	"0.4784"	"CCM2"	"CCM2 scaffolding protein"
"ILMN_3235303"	"0.995"	"0.789215"	"0.47834"	""	""
"ILMN_1660036"	"0.995"	"0.789228"	"0.47832"	""	""
"ILMN_1740949"	"0.995"	"0.789241"	"0.4783"	"LRRC19"	"leucine rich repeat containing 19"
"ILMN_1814797"	"0.995"	"0.789266"	"0.47827"	""	""
"ILMN_1710954"	"0.995"	"0.789273"	"0.47826"	""	""
"ILMN_1671272"	"0.995"	"0.789286"	"0.47824"	"PKD1L1"	"polycystin 1 like 1, transient receptor potential channel interacting"
"ILMN_2224143"	"0.995"	"0.789322"	"0.47819"	"MCM3"	"minichromosome maintenance complex component 3"
"ILMN_1697597"	"0.995"	"0.789354"	"0.47814"	"EFCAB14"	"EF-hand calcium binding domain 14"
"ILMN_1785655"	"0.995"	"0.789359"	"0.47814"	"HMGB4"	"high mobility group box 4"
"ILMN_1661853"	"0.995"	"0.789396"	"0.47809"	""	""
"ILMN_1656361"	"0.995"	"0.789399"	"0.47808"	"ARHGAP27"	"Rho GTPase activating protein 27"
"ILMN_1702861"	"0.995"	"0.789407"	"0.47807"	"SGCD"	"sarcoglycan delta"
"ILMN_3309389"	"0.995"	"0.789413"	"0.47806"	"MIR147A"	"microRNA 147a"
"ILMN_1768107"	"0.995"	"0.789415"	"0.47806"	""	""
"ILMN_1691719"	"0.995"	"0.789426"	"0.47804"	"GGN"	"gametogenetin"
"ILMN_3220861"	"0.995"	"0.789488"	"0.47796"	""	""
"ILMN_1654250"	"0.995"	"0.789494"	"0.47795"	""	""
"ILMN_1656915"	"0.995"	"0.789518"	"0.47792"	"PSD3"	"pleckstrin and Sec7 domain containing 3"
"ILMN_3250870"	"0.995"	"0.789581"	"0.47783"	"USP46"	"ubiquitin specific peptidase 46"
"ILMN_3237520"	"0.995"	"0.789602"	"0.4778"	"CLPSL1"	"colipase like 1"
"ILMN_1705080"	"0.995"	"0.789607"	"0.47779"	"SLURP1"	"secreted LY6/PLAUR domain containing 1"
"ILMN_2041463"	"0.995"	"0.789624"	"0.47777"	"C3orf30"	"chromosome 3 open reading frame 30"
"ILMN_1737627"	"0.995"	"0.789627"	"0.47777"	"MAPK14"	"mitogen-activated protein kinase 14"
"ILMN_1791144"	"0.995"	"0.78966"	"0.47772"	""	""
"ILMN_1779522"	"0.995"	"0.789663"	"0.47772"	"ZNF347"	"zinc finger protein 347"
"ILMN_1804870"	"0.995"	"0.789666"	"0.47771"	"PRKG2"	"protein kinase, cGMP-dependent, type II"
"ILMN_3201937"	"0.995"	"0.789674"	"0.4777"	""	""
"ILMN_1781280"	"0.995"	"0.789675"	"0.4777"	"TECRL"	"trans-2,3-enoyl-CoA reductase-like"
"ILMN_1733426"	"0.995"	"0.789683"	"0.47769"	"KIR3DL3"	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3"
"ILMN_1712912"	"0.995"	"0.789727"	"0.47763"	"SLC10A7"	"solute carrier family 10 member 7"
"ILMN_3298348"	"0.995"	"0.789746"	"0.4776"	""	""
"ILMN_1813635"	"0.995"	"0.789746"	"0.4776"	"KIAA1429"	"KIAA1429"
"ILMN_1796775"	"0.995"	"0.789749"	"0.4776"	"RLN1"	"relaxin 1"
"ILMN_1675172"	"0.995"	"0.789786"	"0.47755"	"RGS9BP"	"regulator of G-protein signaling 9 binding protein"
"ILMN_2248970"	"0.995"	"0.789809"	"0.47751"	"OAS2"	"2'-5'-oligoadenylate synthetase 2"
"ILMN_1709593"	"0.995"	"0.789828"	"0.47749"	"EN1"	"engrailed homeobox 1"
"ILMN_1743987"	"0.995"	"0.78984"	"0.47747"	""	""
"ILMN_1652990"	"0.995"	"0.789919"	"0.47736"	""	""
"ILMN_3297934"	"0.995"	"0.789959"	"0.47731"	""	""
"ILMN_3284631"	"0.995"	"0.789965"	"0.4773"	""	""
"ILMN_3239821"	"0.995"	"0.789981"	"0.47728"	"SFTA3"	"surfactant associated 3"
"ILMN_1749417"	"0.995"	"0.790016"	"0.47723"	""	""
"ILMN_1706248"	"0.995"	"0.790031"	"0.47721"	"LRRC37B"	"leucine rich repeat containing 37B"
"ILMN_1740920"	"0.995"	"0.790091"	"0.47712"	"ACADSB"	"acyl-CoA dehydrogenase, short/branched chain"
"ILMN_1694475"	"0.995"	"0.790097"	"0.47712"	"GTPBP2"	"GTP binding protein 2"
"ILMN_3235602"	"0.995"	"0.790174"	"0.47701"	""	""
"ILMN_2102752"	"0.995"	"0.790202"	"0.47697"	""	""
"ILMN_3182768"	"0.995"	"0.790253"	"0.4769"	""	""
"ILMN_1681463"	"0.995"	"0.790265"	"0.47688"	""	""
"ILMN_1741483"	"0.995"	"0.790273"	"0.47687"	"HPS1"	"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"ILMN_1778956"	"0.995"	"0.790277"	"0.47687"	"STS"	"steroid sulfatase (microsomal), isozyme S"
"ILMN_1763479"	"0.995"	"0.790314"	"0.47681"	""	""
"ILMN_1768610"	"0.995"	"0.790318"	"0.47681"	"AP1S3"	"adaptor related protein complex 1 sigma 3 subunit"
"ILMN_1776842"	"0.995"	"0.790352"	"0.47676"	""	""
"ILMN_1859584"	"0.995"	"0.790368"	"0.47674"	"LOC101930164"	"uncharacterized LOC101930164"
"ILMN_2257015"	"0.995"	"0.790388"	"0.47671"	"AGER"	"advanced glycosylation end-product specific receptor"
"ILMN_3294222"	"0.995"	"0.790416"	"0.47667"	""	""
"ILMN_3244898"	"0.995"	"0.790428"	"0.47666"	""	""
"ILMN_1709615"	"0.995"	"0.790438"	"0.47664"	""	""
"ILMN_1653458"	"0.995"	"0.790445"	"0.47663"	""	""
"ILMN_1789394"	"0.995"	"0.790504"	"0.47655"	"CATSPER1"	"cation channel sperm associated 1"
"ILMN_1753340"	"0.995"	"0.790515"	"0.47654"	""	""
"ILMN_3296087"	"0.995"	"0.790531"	"0.47651"	""	""
"ILMN_2348050"	"0.995"	"0.790552"	"0.47648"	"MRPL21"	"mitochondrial ribosomal protein L21"
"ILMN_1749836"	"0.995"	"0.79056"	"0.47647"	""	""
"ILMN_1789902"	"0.995"	"0.790569"	"0.47646"	""	""
"ILMN_3308400"	"0.995"	"0.790598"	"0.47642"	"MIR516A1"	"microRNA 516a-1"
"ILMN_3238299"	"0.995"	"0.790602"	"0.47642"	""	""
"ILMN_2191822"	"0.995"	"0.790626"	"0.47638"	"ALG14"	"ALG14, UDP-N-acetylglucosaminyltransferase subunit"
"ILMN_1732040"	"0.995"	"0.790641"	"0.47636"	"GTF2A1"	"general transcription factor IIA subunit 1"
"ILMN_1770857"	"0.995"	"0.790695"	"0.47629"	"SYT2"	"synaptotagmin 2"
"ILMN_1730340"	"0.995"	"0.790715"	"0.47626"	"C7orf71"	"chromosome 7 open reading frame 71"
"ILMN_1742782"	"0.995"	"0.79078"	"0.47617"	"GPANK1"	"G-patch domain and ankyrin repeats 1"
"ILMN_1677732"	"0.995"	"0.790802"	"0.47614"	""	""
"ILMN_1748529"	"0.995"	"0.790822"	"0.47611"	"RLN2"	"relaxin 2"
"ILMN_1655821"	"0.995"	"0.790903"	"0.476"	"CAPG"	"capping actin protein, gelsolin like"
"ILMN_2376625"	"0.995"	"0.790919"	"0.47598"	"VHL"	"von Hippel-Lindau tumor suppressor"
"ILMN_1748840"	"0.995"	"0.790927"	"0.47597"	"CALB2"	"calbindin 2"
"ILMN_3232519"	"0.995"	"0.790931"	"0.47596"	""	""
"ILMN_1783285"	"0.995"	"0.791078"	"0.47576"	"CTPS1"	"CTP synthase 1"
"ILMN_1796074"	"0.995"	"0.791086"	"0.47575"	"TYMSOS"	"TYMS opposite strand"
"ILMN_1668766"	"0.995"	"0.791105"	"0.47572"	"ROPN1"	"rhophilin associated tail protein 1"
"ILMN_2157544"	"0.995"	"0.791106"	"0.47572"	"GBF1"	"golgi brefeldin A resistant guanine nucleotide exchange factor 1"
"ILMN_1740535"	"0.995"	"0.791109"	"0.47571"	""	""
"ILMN_2193717"	"0.995"	"0.791135"	"0.47568"	"RAB42"	"RAB42, member RAS oncogene family"
"ILMN_1789543"	"0.995"	"0.791213"	"0.47557"	""	""
"ILMN_1713918"	"0.995"	"0.791213"	"0.47557"	"CYTH3"	"cytohesin 3"
"ILMN_3280442"	"0.995"	"0.791243"	"0.47553"	""	""
"ILMN_1676703"	"0.995"	"0.791263"	"0.4755"	""	""
"ILMN_3198379"	"0.995"	"0.791264"	"0.4755"	""	""
"ILMN_2396702"	"0.995"	"0.791267"	"0.47549"	"GRIK2"	"glutamate ionotropic receptor kainate type subunit 2"
"ILMN_1761921"	"0.995"	"0.791296"	"0.47545"	"IL12RB2"	"interleukin 12 receptor subunit beta 2"
"ILMN_1665217"	"0.995"	"0.791296"	"0.47545"	"CEP19"	"centrosomal protein 19"
"ILMN_1752478"	"0.995"	"0.791306"	"0.47544"	"DHRS3"	"dehydrogenase/reductase 3"
"ILMN_1691149"	"0.995"	"0.791321"	"0.47542"	""	""
"ILMN_1811286"	"0.995"	"0.791332"	"0.4754"	""	""
"ILMN_1809448"	"0.995"	"0.791363"	"0.47536"	"LINC00303"	"long intergenic non-protein coding RNA 303"
"ILMN_1715476"	"0.995"	"0.791366"	"0.47536"	""	""
"ILMN_3227608"	"0.995"	"0.79137"	"0.47535"	""	""
"ILMN_1803231"	"0.995"	"0.791388"	"0.47533"	""	""
"ILMN_1750895"	"0.995"	"0.791397"	"0.47531"	"MAGEC3"	"MAGE family member C3"
"ILMN_1775273"	"0.995"	"0.791415"	"0.47529"	""	""
"ILMN_1815578"	"0.995"	"0.791436"	"0.47526"	"ZNF223"	"zinc finger protein 223"
"ILMN_1725862"	"0.995"	"0.791437"	"0.47526"	"USP3"	"ubiquitin specific peptidase 3"
"ILMN_3204729"	"0.995"	"0.791442"	"0.47525"	""	""
"ILMN_1694068"	"0.995"	"0.791507"	"0.47516"	"EFCAB2"	"EF-hand calcium binding domain 2"
"ILMN_2374340"	"0.995"	"0.791515"	"0.47515"	"PLAUR"	"plasminogen activator, urokinase receptor"
"ILMN_1695016"	"0.995"	"0.79154"	"0.47512"	"QRICH2"	"glutamine rich 2"
"ILMN_1670144"	"0.995"	"0.791545"	"0.47511"	"OR10H2"	"olfactory receptor family 10 subfamily H member 2"
"ILMN_2225595"	"0.995"	"0.791583"	"0.47506"	"ACAD8"	"acyl-CoA dehydrogenase family member 8"
"ILMN_2288402"	"0.995"	"0.791603"	"0.47503"	"HIP1R"	"huntingtin interacting protein 1 related"
"ILMN_3217285"	"0.995"	"0.791615"	"0.47501"	""	""
"ILMN_3229038"	"0.995"	"0.791665"	"0.47494"	""	""
"ILMN_1910319"	"0.995"	"0.791705"	"0.47489"	""	""
"ILMN_1764314"	"0.995"	"0.79171"	"0.47488"	"FGD1"	"FYVE, RhoGEF and PH domain containing 1"
"ILMN_1765923"	"0.995"	"0.791748"	"0.47483"	"OGFOD3"	"2-oxoglutarate and iron dependent oxygenase domain containing 3"
"ILMN_1673638"	"0.995"	"0.791771"	"0.4748"	"RPS3A"	"ribosomal protein S3A"
"ILMN_1776000"	"0.995"	"0.791781"	"0.47478"	"EID3"	"EP300 interacting inhibitor of differentiation 3"
"ILMN_1814402"	"0.995"	"0.791813"	"0.47474"	"NFIC"	"nuclear factor I C"
"ILMN_2057389"	"0.995"	"0.791858"	"0.47468"	"PEX3"	"peroxisomal biogenesis factor 3"
"ILMN_1689807"	"0.995"	"0.791859"	"0.47467"	""	""
"ILMN_1747771"	"0.995"	"0.791878"	"0.47465"	""	""
"ILMN_1725417"	"0.995"	"0.791926"	"0.47458"	"NELL2"	"neural EGFL like 2"
"ILMN_1744794"	"0.995"	"0.79196"	"0.47453"	"USP26"	"ubiquitin specific peptidase 26"
"ILMN_1676009"	"0.995"	"0.79196"	"0.47453"	""	""
"ILMN_1675646"	"0.995"	"0.791964"	"0.47453"	"FN1"	"fibronectin 1"
"ILMN_1739210"	"0.995"	"0.791966"	"0.47452"	"NSL1"	"NSL1, MIS12 kinetochore complex component"
"ILMN_1763202"	"0.995"	"0.791991"	"0.47449"	"SNX10"	"sorting nexin 10"
"ILMN_1689172"	"0.995"	"0.792042"	"0.47442"	""	""
"ILMN_1680887"	"0.995"	"0.792057"	"0.4744"	""	""
"ILMN_1753789"	"0.995"	"0.792063"	"0.47439"	"TNN"	"tenascin N"
"ILMN_1704078"	"0.995"	"0.79208"	"0.47437"	"ACTL8"	"actin like 8"
"ILMN_3256228"	"0.995"	"0.792093"	"0.47435"	""	""
"ILMN_1660971"	"0.995"	"0.792098"	"0.47434"	"GTDC1"	"glycosyltransferase like domain containing 1"
"ILMN_1744886"	"0.995"	"0.79213"	"0.4743"	"OR6T1"	"olfactory receptor family 6 subfamily T member 1"
"ILMN_3219806"	"0.995"	"0.792156"	"0.47426"	""	""
"ILMN_1775780"	"0.995"	"0.792177"	"0.47423"	"UTS2"	"urotensin 2"
"ILMN_1743207"	"0.995"	"0.792195"	"0.47421"	""	""
"ILMN_1770527"	"0.995"	"0.7922"	"0.4742"	""	""
"ILMN_3273222"	"0.995"	"0.79222"	"0.47417"	""	""
"ILMN_3185204"	"0.995"	"0.792222"	"0.47417"	""	""
"ILMN_1730996"	"0.995"	"0.792244"	"0.47414"	"CSMD3"	"CUB and Sushi multiple domains 3"
"ILMN_3299447"	"0.995"	"0.792256"	"0.47412"	""	""
"ILMN_2255579"	"0.995"	"0.792259"	"0.47412"	"RAB37"	"RAB37, member RAS oncogene family"
"ILMN_1772214"	"0.995"	"0.792298"	"0.47406"	"CRYBA1"	"crystallin beta A1"
"ILMN_1672176"	"0.995"	"0.792309"	"0.47405"	"SMPD2"	"sphingomyelin phosphodiesterase 2"
"ILMN_1773586"	"0.995"	"0.792366"	"0.47397"	"SLC17A2"	"solute carrier family 17 member 2"
